Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Number Cluster,Confianza
4,34.0,0,0.0,46,627.3083333,0.0,0.004166667,0.0,0.0,3,2,2,7,8,0,0,0,0.8702621120738816
4,38.5,0,0.0,33,583.8333333,0.002631579,0.007894737,0.0,0.0,3,2,2,4,3,1,0,0,0.8525043013179879
0,0.0,0,0.0,7,221.5,0.0,0.028571429,0.0,0.0,3,4,1,1,3,0,0,0,0.5341335765816011
0,0.0,0,0.0,44,441.7916667,0.004545455,0.018181818,0.0,0.0,3,4,2,1,3,0,0,0,0.6804371373417087
7,156.25,0,0.0,37,1037.355013,0.0,0.0165,0.0,0.0,3,3,2,8,2,0,0,0,0.5883028209165163
3,15.0,0,0.0,11,246.0,0.018181818,0.054545455,0.0,0.0,3,2,2,1,8,0,0,0,0.5001954134514205
0,0.0,0,0.0,3,10.0,0.0,0.066666667,0.0,0.0,3,2,2,7,1,0,0,0,0.4496959892805253
0,0.0,2,18.0,1,46.0,0.0,0.066666667,0.0,0.0,3,2,2,7,10,0,0,0,0.4837249791315573
0,0.0,0,0.0,80,801.802381,0.0,0.0035,0.0,0.0,3,2,2,3,1,0,0,0,0.898931905748985
1,19.0,0,0.0,40,1361.166667,0.005,0.0225,0.0,0.0,3,4,1,2,3,1,0,0,0.827907667774585
0,0.0,0,0.0,5,53.0,0.04,0.08,0.0,0.0,3,2,5,2,2,1,0,0,0.39331698429597567
1,7.0,0,0.0,17,2648.5,0.0125,0.03125,0.0,0.0,3,2,2,1,2,0,0,0,0.644902081223158
0,0.0,0,0.0,3,27.0,0.066666667,0.133333333,0.0,0.0,3,2,2,1,13,0,0,1,0.4637634818116634
0,0.0,0,0.0,13,255.0,0.0,0.015384615,0.0,0.0,3,2,4,1,1,1,0,0,0.5909477555218192
0,0.0,0,0.0,2,221.5,0.0,0.05,0.0,0.0,3,3,2,3,10,1,0,0,0.482834513908325
0,0.0,0,0.0,7,225.0,0.028571429,0.085714286,0.0,0.0,3,4,1,4,1,0,0,0,0.38074485558262045
0,0.0,0,0.0,7,125.0,0.0,0.028571429,0.0,0.0,3,2,2,1,1,0,0,0,0.5402376891191688
0,0.0,0,0.0,12,323.0,0.033333333,0.066666667,0.0,0.0,3,2,2,1,3,1,0,0,0.43088727174855856
5,67.5,3,245.0,32,1929.329762,0.0,0.00430839,0.0,0.0,3,2,4,1,1,0,0,2,0.3492324013083823
12,311.4090909,0,0.0,96,4233.4807,0.006635802,0.027174712,3.541145833,0.0,3,2,4,1,1,1,0,2,0.4839270356704381
0,0.0,0,0.0,5,116.0,0.0,0.04,0.0,0.0,3,2,5,1,1,0,0,0,0.507253485769262
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,3,2,6,1,1,0,1,0.5511393312065023
3,14.0,0,0.0,27,1585.666667,0.026666667,0.058333333,0.0,0.0,3,2,2,6,1,1,0,0,0.5876707970632308
6,145.0,0,0.0,13,644.0,0.0,0.013333333,0.0,0.0,3,2,2,1,2,0,0,0,0.7199870178358764
0,0.0,0,0.0,5,488.5,0.032727273,0.033846154,0.0,0.0,3,2,7,7,6,0,0,0,0.46355351691278573
0,0.0,1,15.0,25,1235.65,0.041666667,0.05327381,0.0,0.0,3,1,1,1,3,1,0,0,0.45818954610414625
1,43.0,0,0.0,37,1505.166667,0.0,0.005263158,0.0,0.0,3,2,2,4,8,0,0,0,0.9219921638261389
0,0.0,0,0.0,7,495.0,0.0,0.00952381,0.0,0.0,3,4,1,3,2,0,0,0,0.5840573436587092
4,84.0,0,0.0,21,270.0,0.0,0.002380952,0.0,0.0,3,1,1,3,2,0,0,0,0.9357338599855691
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,3,2,1,10,0,0,1,0.46141944146744496
4,120.0,0,0.0,13,293.0,0.0,0.014285714,0.0,0.0,3,1,2,1,10,0,0,0,0.8277303386665976
0,0.0,1,0.0,51,2122.656061,0.0,0.007051282,9.294775641,0.0,3,2,2,1,10,0,1,0,0.5058455273963994
0,0.0,0,0.0,35,1231.160256,0.005714286,0.023619048,0.0,0.0,3,2,2,1,1,0,0,0,0.695276934647183
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,2,1,1,0,0,1,0.48643584846395216
0,0.0,0,0.0,17,341.6666667,0.011764706,0.041176471,0.0,0.0,3,2,6,9,6,0,0,0,0.49539775910818284
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,3,3,0,0,1,0.48009459622202877
0,0.0,0,0.0,21,1686.333333,0.0,0.030952381,0.0,0.0,3,2,5,2,1,0,0,0,0.6888914887338905
5,263.0,0,0.0,3,212.0,0.0,0.028571429,0.0,0.0,3,1,1,9,8,0,0,0,0.8177092306886323
1,0.0,0,0.0,34,2161.979365,0.00625,0.020233586,0.0,0.0,3,3,2,1,1,0,0,0,0.752731642207177
9,72.94444444,2,125.0952381,17,318.0730159,0.008695652,0.035397453,0.0,0.0,3,3,2,8,2,0,0,0,0.4078659190809909
0,0.0,0,0.0,1,13.0,0.0,0.1,0.0,0.0,3,2,2,3,1,0,0,0,0.3926865075431067
0,0.0,0,0.0,30,390.6666667,0.006666667,0.056666667,0.0,0.0,3,2,6,6,1,0,0,0,0.5284251906723216
0,0.0,0,0.0,11,253.0,0.0,0.027272727,0.0,0.0,3,2,2,2,1,0,0,0,0.5595050663886825
1,18.5,0,0.0,12,208.0,0.045454545,0.081818182,0.0,0.0,3,2,2,4,1,0,0,0,0.38315135539650313
6,87.33333333,0,0.0,62,1470.853037,0.0,0.009683372,0.0,0.0,3,2,4,6,3,1,0,0,0.5316763585589835
6,99.60588235,0,0.0,83,2585.61835,0.0,0.00761877,6.871308983,0.0,3,2,2,2,2,0,1,0,0.34565494902080196
3,63.0,0,0.0,13,400.3333333,0.030769231,0.046153846,0.0,0.0,3,4,1,3,1,0,0,0,0.5301839646996689
3,68.0,1,103.0,10,808.5,0.0,0.015384615,35.99261538,0.0,3,2,2,3,7,1,1,0,0.3989364447712667
0,0.0,0,0.0,12,1484.0,0.0,0.016666667,0.0,0.0,3,2,2,7,1,0,0,0,0.66565213537373
0,0.0,0,0.0,4,505.0,0.0,0.05,0.0,0.0,3,2,2,1,1,0,0,0,0.5071216110542911
3,68.5,0,0.0,37,1121.205556,0.005405405,0.00113798,0.0,0.0,3,1,1,1,2,1,0,0,0.7481578580354654
1,135.0,0,0.0,2,141.0,0.0,0.066666667,0.0,0.0,3,2,2,1,10,0,0,0,0.48593949623583366
0,0.0,0,0.0,3,234.0,0.0,0.033333333,0.0,0.0,3,1,2,1,2,1,0,0,0.5505872423868514
1,34.0,0,0.0,7,179.0,0.0,0.028571429,53.13428571,0.0,3,2,4,2,8,0,1,0,0.3578820441730698
6,176.25,12,404.0,41,2720.671429,0.012962963,0.033262108,8.833825926,0.0,3,2,2,2,2,1,1,2,0.28847427106023754
16,315.1449864,6,147.8666667,173,6255.017866,0.002531328,0.010737154,0.0,0.0,3,2,2,2,2,0,0,2,0.24123428639220904
6,523.2142857,2,263.0,48,2309.732468,0.003846154,0.014903846,10.60089168,0.0,3,2,2,3,1,0,1,2,0.5136696771976994
4,76.0,0,0.0,39,1936.55,0.004761905,0.023809524,5.51397619,0.0,3,4,1,3,2,0,0,0,0.650636460552871
3,118.6666667,0,0.0,17,694.0,0.003703704,0.008333333,27.45138186,0.0,3,3,2,1,2,1,1,0,0.3931213502098869
0,0.0,0,0.0,11,125.0,0.018181818,0.081818182,0.0,0.0,3,2,2,1,13,0,0,0,0.37990000185586675
8,174.5,0,0.0,10,195.5,0.0,0.006060606,0.0,0.0,3,1,1,3,2,0,0,0,0.64158015590936
1,40.0,0,0.0,27,1400.5,0.0,0.007142857,0.0,0.0,3,1,1,4,2,0,0,0,0.9056065590371162
8,201.1666667,3,41.0,18,914.1666667,0.0,0.0125,0.0,0.0,3,1,1,1,3,0,0,0,0.3305948799802872
13,374.875,1,53.0,88,5958.071931,0.002105263,0.00954386,0.0,0.0,3,2,2,3,2,0,0,2,0.9270877134321786
4,56.0,0,0.0,31,270.4916667,0.0,0.00234375,0.0,0.0,3,2,2,1,3,0,0,0,0.9143117550446519
3,92.83333333,0,0.0,24,463.8166667,0.002666667,0.015333333,17.84230699,0.0,3,1,1,1,2,0,1,0,0.4769905936959203
0,0.0,0,0.0,16,371.5,0.0125,0.025,0.0,0.0,3,2,5,7,1,0,0,0,0.5404718040980079
0,0.0,0,0.0,6,13.0,0.133333333,0.166666667,0.0,0.0,3,2,2,1,3,0,0,1,0.903501930035586
1,4.0,3,148.5,5,185.8333333,0.0,0.01875,0.0,0.0,3,2,2,7,2,0,0,0,0.5377408371932352
2,102.0,0,0.0,16,502.8333333,0.0,0.004444444,0.0,0.0,3,3,2,4,2,1,0,0,0.7922840100231886
0,0.0,0,0.0,3,1016.5,0.066666667,0.066666667,0.0,0.0,3,3,2,5,1,0,0,0,0.36902171958739133
1,11.0,0,0.0,16,253.0,0.0,0.023529412,0.0,0.0,3,2,2,1,3,0,0,0,0.6235814515351366
0,0.0,1,126.0,17,887.0666667,0.0125,0.0296875,0.0,0.0,3,2,2,1,2,0,0,0,0.5574107004749436
0,0.0,0,0.0,58,3200.366667,0.003448276,0.027586207,0.0,0.0,3,2,2,6,1,0,0,0,0.6833332699150223
3,187.0,2,41.0,48,1769.697383,0.000606061,0.011616162,16.71534488,0.0,3,2,2,3,2,0,0,0,0.40615390471299806
0,0.0,0,0.0,14,1037.5,0.014285714,0.047619048,0.0,0.0,3,2,2,4,2,0,0,0,0.5199127068361986
4,185.0,0,0.0,40,1694.75,0.020512821,0.031196581,0.0,0.0,3,2,2,6,1,0,0,0,0.5730537941726962
0,0.0,0,0.0,37,1643.435516,0.005555556,0.032271242,2.188718519,0.0,3,2,4,3,2,1,1,0,0.5520444837022218
0,0.0,0,0.0,7,383.5,0.0,0.023809524,0.0,0.0,3,3,2,6,3,0,0,0,0.5395852187063378
8,166.2,5,371.0,23,626.2213675,0.004444444,0.008888889,0.0,0.0,3,1,1,8,3,0,0,2,0.47003556792804024
0,0.0,0,0.0,4,34.0,0.1,0.125,0.0,0.0,3,3,2,3,3,0,0,1,0.49100452262000693
0,0.0,0,0.0,27,1070.461905,0.0,0.007407407,57.7293604,0.0,3,2,2,3,2,0,1,0,0.332527729124013
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,3,2,3,3,0,0,1,0.48978331105355666
2,84.0,0,0.0,3,195.0,0.0,0.02,0.0,0.0,3,2,2,5,2,0,0,0,0.6705803490794335
3,86.0,0,0.0,22,1187.833333,0.009090909,0.027272727,0.0,0.0,3,3,2,3,1,1,0,0,0.829537662028904
17,754.1095238,2,77.0,31,1021.619336,0.004545455,0.026479076,2.08053355,0.0,3,1,1,3,2,0,1,2,0.5936602702206305
3,24.0,0,0.0,6,58.0,0.0,0.028571429,0.0,0.0,3,2,2,8,2,0,0,0,0.6363843112822727
0,0.0,0,0.0,18,771.0833333,0.055555556,0.071428571,0.0,0.0,3,2,2,3,1,0,0,0,0.3817853695822262
8,17.34848485,0,0.0,19,291.2589744,0.0,0.043589744,0.0,0.0,3,2,2,7,1,0,0,0,0.7830918890948314
0,0.0,0,0.0,15,695.4,0.014285714,0.028571429,0.0,0.0,3,2,2,2,1,0,0,0,0.5624344025341604
2,15.0,0,0.0,3,21.0,0.0,0.05,0.0,0.0,3,3,2,4,8,0,0,0,0.5153873636472251
0,0.0,0,0.0,45,1594.283333,0.0,0.015227273,45.4316713,0.0,3,2,2,1,2,1,1,0,0.3628194143719507
3,36.0,1,395.0,12,343.5833333,0.0,0.014285714,0.0,0.0,3,2,2,1,2,0,0,0,0.42539845386625613
2,34.0,0,0.0,81,2241.002381,0.002439024,0.007012195,0.0,0.0,3,2,2,1,1,0,0,0,0.5599670307862747
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,3,2,2,1,13,1,0,0,0.38628562435928043
0,0.0,0,0.0,2,63.0,0.0,0.05,0.0,0.0,3,3,2,1,1,0,0,0,0.4811832201678375
2,47.0,0,0.0,21,825.0833333,0.0,0.009090909,10.7929507,0.0,3,2,2,2,2,0,1,0,0.4751838546068838
0,0.0,0,0.0,54,1357.61783,0.0,0.004812274,0.0,0.0,3,2,2,2,2,1,0,0,0.925514060430214
5,44.5,1,4.0,37,836.3333333,0.005,0.045416667,0.0,0.0,3,2,2,4,1,0,0,0,0.5569711702783813
6,125.5,0,0.0,19,1409.416667,0.002469136,0.023703704,0.0,0.0,3,1,8,3,2,0,0,0,0.7212327518913959
0,0.0,0,0.0,10,60.5,0.02,0.04,0.0,0.0,3,2,2,3,1,0,0,0,0.48165644375151356
2,42.0,2,54.0,10,420.0,0.0,0.008333333,0.0,0.0,3,2,2,8,1,0,0,0,0.7158299254069651
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,5,9,1,0,0,1,0.542533380562283
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,2,5,1,1,0,0,1,0.5124138822163089
0,0.0,0,0.0,9,389.0,0.0,0.011111111,0.0,0.0,3,2,2,3,3,1,0,0,0.5923564586302472
2,95.0,0,0.0,15,449.5,0.0125,0.04375,0.0,0.0,3,2,2,4,1,0,0,0,0.6086272655838133
4,56.5,0,0.0,8,202.1666667,0.0,0.01,0.0,0.0,3,3,2,1,8,1,0,0,0.8350144613193634
0,0.0,0,0.0,2,17.0,0.0,0.1,0.0,0.0,3,1,1,8,3,0,0,0,0.39178504999691804
0,0.0,0,0.0,12,689.2857143,0.0,0.058333333,0.0,0.0,3,3,2,3,1,1,0,0,0.5398256776292237
5,134.9285714,2,41.0,31,2013.595238,0.0,0.014141414,8.482727273,0.0,3,2,2,8,2,0,1,0,0.36240886955678714
0,0.0,0,0.0,17,933.4166667,0.031932773,0.043075335,0.0,0.0,3,3,2,1,3,0,0,0,0.47932638268055955
2,64.0,0,0.0,19,371.2272727,0.001666667,0.029166667,0.0,0.0,3,2,4,9,10,0,0,0,0.6451225204572493
3,68.0,0,0.0,8,306.0,0.0,0.008888889,0.0,0.0,3,1,1,9,3,1,0,0,0.7292251092354642
2,20.5,0,0.0,21,719.7380952,0.004347826,0.010434783,0.0,0.0,3,2,2,1,3,0,0,0,0.7830778124872855
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,4,6,2,0,0,1,0.5207789268430186
0,0.0,0,0.0,2,56.0,0.0,0.1,0.0,0.0,3,3,2,1,1,0,0,0,0.3922927686506836
3,11.33333333,0,0.0,20,302.3888889,0.0,0.002380952,0.0,0.0,3,2,2,1,1,0,0,0,0.8363229913376656
0,0.0,0,0.0,19,491.6666667,0.011111111,0.012222222,0.0,0.0,3,1,1,1,6,1,0,0,0.6342255337331848
5,504.0,0,0.0,13,922.0833333,0.023529412,0.023529412,0.0,0.0,3,3,2,8,2,0,0,0,0.5275499095540227
2,25.0,0,0.0,20,667.9166667,0.0,0.00952381,18.5847619,0.0,3,4,1,1,3,0,0,0,0.7530987923730696
2,20.0,0,0.0,13,181.5,0.0,0.013333333,0.0,0.0,3,2,2,1,1,0,0,0,0.7000155409346154
1,19.66666667,0,0.0,14,512.1111111,0.028571429,0.03,0.0,0.0,3,3,2,3,9,1,0,0,0.5487835993893967
1,13.0,0,0.0,15,317.0,0.0,0.006666667,0.0,0.0,3,2,2,1,2,1,0,0,0.6851723199000915
0,0.0,0,0.0,17,85.66666667,0.023529412,0.080392157,0.0,0.0,3,2,2,6,1,0,0,0,0.40992286420018587
0,0.0,0,0.0,8,128.5,0.0,0.025,0.0,0.0,3,2,2,1,1,0,0,0,0.5500329953522226
6,76.33333333,0,0.0,7,78.83333333,0.004444444,0.010666667,0.0,0.0,3,2,2,8,2,0,0,0,0.8993922693078227
2,45.44444444,1,40.66666667,57,851.6426534,0.0,0.007923497,3.077836066,0.0,3,2,4,3,1,1,1,0,0.43422698952762456
3,31.0,0,0.0,58,1400.438961,0.0,0.005951036,0.0,0.0,3,2,2,1,1,0,0,0,0.6810656312622967
0,0.0,0,0.0,6,84.0,0.0,0.033333333,0.0,0.0,3,1,1,8,3,0,0,0,0.5103103378832258
0,0.0,0,0.0,12,167.2222222,0.0,0.001666667,0.0,0.0,3,3,2,1,3,1,0,0,0.5958199282975416
0,0.0,0,0.0,12,396.5,0.0,0.037222222,0.0,0.0,3,2,4,3,2,0,0,0,0.5407665764242228
0,0.0,0,0.0,2,22.0,0.0,0.05,0.0,0.0,3,1,1,3,15,1,0,0,0.46576697163987074
0,0.0,0,0.0,5,371.0,0.0,0.02,0.0,0.0,3,2,2,4,10,0,0,0,0.5292567391065363
0,0.0,4,399.3333333,46,1814.583333,0.003673469,0.02675737,0.0,0.0,3,2,2,2,2,0,0,2,0.32475533615121266
0,0.0,0,0.0,4,30.5,0.0,0.05,0.0,0.0,3,2,4,3,3,0,0,0,0.4772005529094224
0,0.0,0,0.0,27,644.0,0.007692308,0.051923077,0.0,0.0,3,3,2,2,3,0,0,0,0.5244407402029411
8,125.1666667,0,0.0,27,1802.25,0.006060606,0.011774152,0.0,0.0,3,3,2,1,8,1,0,0,0.5152639480857284
2,13.0,0,0.0,23,855.1666667,0.008,0.025333333,0.0,0.0,3,2,5,1,3,0,0,0,0.7147780751713917
1,72.66666667,4,345.0,24,879.9090909,0.0,0.035897436,6.482798269,0.0,3,2,4,4,1,0,1,2,0.3355980682401236
5,100.9166667,0,0.0,56,1432.223333,0.0,0.002185792,69.43043195,0.0,3,2,2,3,3,1,1,0,0.27488125038568867
7,60.0,3,23.0,111,2524.501905,0.001694915,0.018834175,6.445051499,0.0,3,3,2,1,2,1,0,2,0.4394992784110594
3,49.5,1,29.5,45,1545.5,0.0,0.004,20.97144,0.0,3,2,4,3,8,1,1,0,0.3820579346183722
8,466.5,2,75.25,44,1616.425824,0.006944444,0.010974434,0.0,0.0,3,3,2,4,1,0,0,2,0.4001293441201621
0,0.0,0,0.0,8,332.0,0.0,0.028571429,0.0,0.0,3,3,2,1,8,1,0,0,0.5518031650523932
0,0.0,0,0.0,1,40.0,0.0,0.1,0.0,0.0,3,3,2,1,10,0,0,0,0.3730055400323009
5,175.2307692,0,0.0,20,2224.85,0.004347826,0.023913043,0.0,0.0,3,4,2,8,1,0,0,0,0.6264540058464566
6,96.85714286,0,0.0,28,672.5452381,0.0,0.020707071,19.71468924,0.0,3,1,1,2,10,0,1,0,0.45811883470977455
0,0.0,0,0.0,6,551.0,0.033333333,0.05,0.0,0.0,3,1,1,3,1,0,0,0,0.444050130941437
19,402.1857143,4,116.0,64,3179.354257,0.002531646,0.016289934,4.642,0.0,3,2,2,2,2,0,1,2,0.43513674471645414
0,0.0,0,0.0,10,203.0,0.0,0.026666667,0.0,0.0,3,3,2,2,3,0,0,0,0.5439775502986096
4,178.2,0,0.0,9,368.2,0.02,0.05,0.0,0.0,3,3,2,8,3,1,0,0,0.6808502423946454
7,156.5,1,122.0,26,694.7121212,0.0,0.00297619,0.0,0.0,3,2,4,1,2,0,0,0,0.43619608521465153
5,58.0,0,0.0,10,657.2619048,0.0,0.004166667,0.0,0.0,3,1,1,2,2,0,0,0,0.8918654967945626
0,0.0,0,0.0,7,974.6666667,0.085714286,0.128571429,0.0,0.0,3,2,2,1,10,0,0,1,0.48637584013681234
1,43.0,0,0.0,43,1223.347222,0.0,0.004545455,0.0,0.0,3,1,1,3,2,0,0,0,0.9047727341371368
0,0.0,0,0.0,10,276.0,0.044444444,0.055555556,0.0,0.0,3,3,2,3,10,0,0,0,0.39223608002070914
0,0.0,1,844.0,6,1108.0,0.066666667,0.066666667,0.0,0.0,3,2,2,4,2,0,0,0,0.23732244406460606
0,0.0,0,0.0,7,223.0,0.0,0.028571429,0.0,0.0,3,1,1,1,1,0,0,0,0.5514282832578173
0,0.0,0,0.0,3,261.0,0.0,0.066666667,0.0,0.0,3,2,5,1,10,0,0,0,0.4396103071223711
0,0.0,0,0.0,21,1372.7,0.019047619,0.035714286,0.0,0.0,3,1,1,3,1,0,0,0,0.5653355313400774
2,306.0,0,0.0,14,964.5,0.0,0.030952381,0.0,0.0,3,2,2,4,1,0,0,0,0.7319854474787739
3,72.0,1,0.0,38,461.5,0.01,0.023666667,0.0,0.0,3,2,2,3,2,0,0,0,0.6431595119209726
0,0.0,0,0.0,4,41.0,0.05,0.1,0.0,0.0,3,3,2,2,1,0,0,1,0.34231637171827417
1,202.0,0,0.0,2,8.0,0.0,0.066666667,0.0,0.0,3,2,2,8,6,0,0,0,0.5283659486072702
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,3,3,0,0,1,0.48009459622202877
0,0.0,0,0.0,7,39.25,0.028571429,0.034285714,0.0,0.0,3,2,2,1,2,0,0,0,0.4682273843701312
4,359.3,4,407.0,69,5485.105556,0.010526316,0.017493734,4.494741228,0.0,3,1,1,2,1,1,1,2,0.5568923437952503
0,0.0,0,0.0,8,450.0,0.0,0.025,0.0,0.0,3,4,1,9,3,1,0,0,0.5463291790655833
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,2,1,0,0,1,0.481541691098534
0,0.0,0,0.0,20,438.3333333,0.02,0.04,0.0,0.0,3,2,2,7,1,0,0,0,0.5171669323110507
1,39.0,0,0.0,15,787.0,0.0,0.021875,0.0,0.0,3,4,1,1,10,0,0,0,0.6383713159026146
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,4,1,3,0,0,1,0.4966802290782828
0,0.0,0,0.0,6,319.0,0.0,0.05,0.0,0.0,3,1,1,6,1,1,0,0,0.5264586292994693
0,0.0,0,0.0,15,1148.0,0.014285714,0.05,0.0,0.0,3,3,2,1,3,0,0,0,0.5086720801840369
2,41.5,2,60.5,21,534.5,0.004347826,0.02173913,0.0,0.0,3,2,2,2,13,1,0,0,0.5743390658082992
0,0.0,0,0.0,20,644.4,0.0,0.007777778,0.0,0.0,3,1,1,7,3,0,0,0,0.6378606705005551
0,0.0,0,0.0,14,875.0,0.0,0.014285714,0.0,0.0,3,1,1,1,3,1,0,0,0.6829030023044365
2,123.0,0,0.0,7,873.0,0.0,0.011111111,0.0,0.0,3,1,2,2,2,0,0,0,0.8683903808494583
3,42.0,0,0.0,31,3121.369048,0.002857143,0.009285714,0.0,0.0,3,1,1,3,1,1,0,0,0.6061566694766101
0,0.0,1,81.0,82,3214.020563,0.0,0.007723577,4.667079268,0.0,3,3,3,2,10,0,1,0,0.41152932605440623
0,0.0,0,0.0,3,14.0,0.0,0.066666667,0.0,0.0,3,4,1,3,3,0,0,0,0.4418723294764051
1,22.0,0,0.0,52,1551.666667,0.001818182,0.019393939,7.882377258,0.0,3,1,1,3,2,0,0,0,0.8314221371225325
2,95.5,0,0.0,13,334.5,0.0,0.002666667,0.0,0.0,3,3,2,1,8,0,0,0,0.7794069173669286
2,48.66666667,0,0.0,48,3726.333333,0.0,0.004166667,0.0,0.0,3,3,2,1,9,1,0,0,0.5582643168950789
5,294.7,6,329.5,59,2816.781781,0.003214696,0.014766169,2.346800426,0.0,3,2,2,4,1,0,0,2,0.47783363470601264
0,0.0,0,0.0,38,667.1666667,0.0,0.005263158,0.0,0.0,3,2,2,4,1,1,0,0,0.7364261958910511
1,0.0,0,0.0,41,1202.904762,0.011529933,0.033252033,0.0,0.0,3,2,2,2,13,0,0,0,0.5962468283722582
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,3,1,8,2,1,0,0,1,0.5421732371313945
0,0.0,0,0.0,20,1117.333333,0.0,0.000956938,0.0,0.0,3,2,4,7,2,0,0,0,0.6420503350760866
0,0.0,0,0.0,9,211.0,0.0,0.044444444,0.0,0.0,3,2,2,3,2,0,0,0,0.5113173909202263
3,125.0,1,70.0,29,705.4,0.0,0.015625,0.0,0.0,3,2,2,1,1,0,0,0,0.563601526499162
3,12.0,1,24.0,3,5.333333333,0.033333333,0.083333333,0.0,0.0,3,2,2,1,3,0,0,0,0.4016851042799931
1,10.5,0,0.0,7,525.0,0.0,0.00952381,0.0,0.0,3,2,4,4,8,0,0,0,0.5982756245205358
0,0.0,0,0.0,13,635.3333333,0.0,0.009090909,0.0,0.0,3,2,2,4,1,0,0,0,0.6188607951159294
0,0.0,0,0.0,50,1803.768849,0.001360544,0.017428305,3.609398514,0.0,3,2,4,7,3,1,1,0,0.4690123892509633
3,99.0,0,0.0,37,2419.133333,0.007894737,0.023245614,0.0,0.0,3,2,2,3,1,0,0,0,0.6147092766621419
6,171.0833333,0,0.0,28,952.2857143,0.0,0.013333333,52.10818182,0.0,3,2,2,1,2,0,1,0,0.33108234666380654
7,159.5,0,0.0,14,249.0,0.011764706,0.041176471,0.0,0.0,3,1,1,3,2,1,0,0,0.6526896790195192
1,5.0,0,0.0,13,271.0,0.0,0.003571429,0.0,0.0,3,1,1,2,2,1,0,0,0.6778153818641008
5,206.0,0,0.0,15,650.6961927,0.0,0.018487395,0.0,0.0,3,1,1,1,3,0,0,0,0.6756384152533265
2,40.0,2,162.0,17,481.6666667,0.024561404,0.036842105,32.64521053,0.0,3,2,7,3,2,0,0,0,0.6229926237683586
0,0.0,0,0.0,7,258.5,0.028571429,0.071428571,0.0,0.0,3,3,2,6,1,0,0,0,0.40954463516047246
0,0.0,0,0.0,14,510.5,0.0,0.015384615,31.3094364,0.0,3,2,2,1,2,0,1,0,0.40788363587958504
0,0.0,0,0.0,16,600.75,0.0,0.025,0.0,0.0,3,2,2,2,2,0,0,0,0.6000758680417447
6,262.25,3,298.0,49,2302.021242,0.000308642,0.026591844,43.3616369,0.0,3,1,1,1,2,0,1,2,0.46226647459919235
2,44.0,0,0.0,26,1636.016667,0.007692308,0.021794872,0.0,0.0,3,2,6,1,1,0,0,0,0.8534405361868743
0,0.0,0,0.0,16,519.75,0.0125,0.04,0.0,0.0,3,3,2,3,3,0,0,0,0.5197281230732671
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,1,3,0,0,1,0.4712523983285404
0,0.0,0,0.0,11,673.0,0.018181818,0.063636364,0.0,0.0,3,2,6,1,1,0,0,0,0.46588072802585867
0,0.0,0,0.0,4,173.5,0.0,0.05,0.0,0.0,3,3,3,4,3,1,0,0,0.5007119486818269
0,0.0,0,0.0,16,156.5333333,0.0,0.04375,0.0,0.0,3,2,4,1,3,0,0,0,0.5237066582711324
0,0.0,0,0.0,21,574.5333333,0.0,0.011578947,0.0,0.0,3,2,2,3,1,0,0,0,0.6466479781982449
2,62.5,0,0.0,17,548.3333333,0.0,0.031372549,0.0,0.0,3,2,2,1,2,0,0,0,0.6991456869654431
15,937.1746032,3,357.0,109,6682.677557,0.000833333,0.005345441,2.526616865,0.0,3,1,2,3,2,0,0,2,0.23504202516443093
2,48.0,0,0.0,51,1671.375,0.001098901,0.016433566,0.0,0.0,3,2,2,1,6,1,0,0,0.7342031843185352
0,0.0,0,0.0,11,1390.166667,0.012121212,0.014545455,0.0,0.0,3,1,1,1,3,1,0,0,0.6864010130232653
6,437.3913043,2,235.55,83,2503.881781,0.002197802,0.004916136,2.086218493,0.0,3,2,2,3,2,0,1,2,0.5509885202084791
7,159.3333333,0,0.0,24,520.6666667,0.0,0.006666667,0.0,0.0,3,2,10,4,3,1,0,0,0.594536292191805
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,2,4,1,0,0,1,0.4998698778716451
2,32.5,0,0.0,19,423.8166667,0.005952381,0.039104938,0.0,0.0,3,3,2,1,3,0,0,0,0.6136361381897416
0,0.0,2,30.0,11,1114.916667,0.0,0.030769231,0.0,0.0,3,3,2,1,3,0,0,0,0.5958802908698745
